headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
South Africa Asks Top U.N. Court to Act Against Israel’s Plans for Rafah,2024-02-13 21:31:29+00:00,,Israel; Gaza Strip; Rafah (Gaza Strip); South Africa,"Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Terrorism; War Crimes, Genocide and Crimes Against Humanity; International Relations",Hamas; International Court of Justice (UN),https://www.nytimes.com/2024/02/13/world/middleeast/south-africa-icj-israel-rafah-strikes.html,"The International Court of Justice in The Hague, which last month ordered Israel to ensure its actions in Gaza would not lead to genocide, is required to regard the new request as a matter of priority.",425
"The Isolationist G.O.P., Again",2024-02-14 00:00:13+00:00,,Gaza Strip; Israel; Russia; Ukraine,United States Politics and Government; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); United States International Relations; World War II (1939-45); Foreign Aid,Republican Party; Senate,https://www.nytimes.com/2024/02/13/opinion/gop-senate-ukraine-aid.html,A deeply unserious Republican Party faces a deadly serious global moment.,897
Talks in Cairo Aim for a Deal to Halt Gaza War and Free Hostages,2024-02-14 00:00:25+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip; Rafah (Gaza Strip),"Israel-Gaza War (2023- ); Defense and Military Forces; Kidnapping and Hostages; Terrorism; Palestinians; Refugees and Displaced Persons; Civilian Casualties; Humanitarian Aid; War Crimes, Genocide and Crimes Against Humanity; United States International Relations",Hamas,https://www.nytimes.com/2024/02/13/world/middleeast/cairo-cease-fire-talks.html,"Israel, Hamas, the United States, Qatar and Egypt are involved in negotiations, which will go on for days. Officials called them promising, but an accord did not seem imminent.",1448
A Palestinian Exile Champions an Arab Vision for Gaza,2024-02-14 05:01:18+00:00,"ABBAS, MAHMOUD; Mohammed bin Salman (1985- ); Nahyan, Mohamed bin Zayed al- (1961- ); Netanyahu, Benjamin; Sisi, Abdel Fattah el-",Abu Dhabi (United Arab Emirates); Gaza Strip; West Bank,Palestinians; Israel-Gaza War (2023- ); Politics and Government,Palestinian Authority; Hamas,https://www.nytimes.com/2024/02/14/world/middleeast/mohammed-dahlan-interview-gaza-uae.html,"Mohammed Dahlan, who advises the United Arab Emirates, provided public insights into what Arab governments are privately planning for the battered enclave after the war ends.",1302
Why So Many Palestinians and Israelis Are Talking About Marwan Barghouti,2024-02-14 10:02:56+00:00,"Barghouti, Marwan",Gaza Strip; West Bank; Israel,Palestinians; Israel-Gaza War (2023- ); United States International Relations,"Fatah, Al; Hamas; Palestinian Authority",https://www.nytimes.com/2024/02/14/opinion/marwan-barghouti-palestinian-israel.html,"His name may not be familiar to many Americans, but people in the Middle East know it well.",1243
Liberal Group Joins Efforts Calling for Protest Vote Against Biden in Michigan,2024-02-14 10:04:01+00:00,"Biden, Joseph R Jr",Michigan,United States Politics and Government; Presidential Election of 2024; Israel-Gaza War (2023- ); Primaries and Caucuses,Our Revolution; Democratic Party,https://www.nytimes.com/2024/02/14/us/politics/biden-michigan-gaza-uncommitted.html,"Our Revolution, begun by Senator Bernie Sanders in 2016, is aiming to shift the president’s stance on the war in Gaza.",591
Israeli Minister Blocks Flour From Reaching UNRWA in Gaza,2024-02-14 12:45:52+00:00,"Smotrich, Bezalel (1980- )",Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Humanitarian Aid,Kerem Shalom; United Nations Relief and Works Agency,https://www.nytimes.com/2024/02/14/world/middleeast/israel-unrwa-gaza.html,"Israel’s finance minister, Bezalel Smotrich, said he had ordered flour shipments not to be transferred to the agency that aids Palestinians, citing allegations that some of its employees were affiliated with Hamas.",573
Hundreds Flee Southern Gaza Hospital After Israel Orders Evacuation,2024-02-14 15:11:25+00:00,,Khan Younis (Gaza Strip); Gaza Strip,Hospitals; Civilian Casualties; Israel-Gaza War (2023- ),Nasser Hospital (Gaza Strip),https://www.nytimes.com/2024/02/14/world/middleeast/nasser-hospital-gaza-israel-evacuation.html,The Israeli military threatened to take action to stop what it called Hamas activity at Nasser Medical Complex in Khan Younis.,787
Palestinians Leave Gazan Hospital After Israel Orders Evacuation,2024-02-14 16:56:09+00:00,,Gaza Strip; Khan Younis (Gaza Strip); Israel,Israel-Gaza War (2023- ); Evacuations and Evacuees; Hospitals; Palestinians; Refugees and Displaced Persons; Defense and Military Forces,,https://www.nytimes.com/video/world/middleeast/100000009313300/palestinians-leave-gazan-hospital-after-israel-orders-evacuation.html,"Hundreds of displaced Palestinians fled Nasser Medical Complex in southern Gaza on Wednesday, following evacuation orders from Israel.",0
‘These People Had Dreams and Ambitions’,2024-02-14 19:17:38+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Refugees and Displaced Persons,,https://www.nytimes.com/video/world/middleeast/100000009312665/the-stories-behind-portraits-of-gazans.html,"Samar Abu Elouf, a photojournalist, spent weeks documenting five Palestinians in Gaza whose lives had been shattered by the war.",0
The U.K. Labour Party’s Worst Enemy Might Be Itself,2024-02-14 19:53:07+00:00,"Starmer, Keir; Sunak, Rishi (1980- )",Great Britain,Politics and Government; Israel-Gaza War (2023- ); Polls and Public Opinion; Legislatures and Parliaments; Elections,Labour Party (Great Britain); Conservative Party (Great Britain),https://www.nytimes.com/2024/02/14/world/europe/uk-labour-party-missteps.html,"The party has a large lead in the polls but recent missteps have led to questions about the management skills of its leader, Keir Starmer.",1116
F.B.I. Director Makes a Secret Trip to Israel,2024-02-14 20:21:21+00:00,"Wray, Christopher A",Gaza Strip; Israel,"Israel-Gaza War (2023- ); Kidnapping and Hostages; Palestinians; Terrorism; Espionage and Intelligence Services; War Crimes, Genocide and Crimes Against Humanity",Federal Bureau of Investigation; Hamas; Mossad; Shin Bet,https://www.nytimes.com/2024/02/14/world/middleeast/israel-fbi-christopher-wray.html,"Christopher A. Wray, whose agency has worked with Israeli authorities to pursue atrocities committed by Hamas, has made his first visit to Israel since the war began, the bureau disclosed.",324
Israeli Media Report Netanyahu Has Pulled Out of Gaza Cease-Fire Talks,2024-02-14 20:54:46+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Peace Process; Defense and Military Forces; Kidnapping and Hostages; Terrorism; Palestinians; International Relations,Hamas,https://www.nytimes.com/2024/02/14/world/middleeast/israel-egypt-netanyahu-negotiate.html,Some family members of the hostages still in Gaza criticized any such decision and protested outside the homes of Israeli officials.,451
Biden Shields Palestinians in the U.S. From Deportation,2024-02-14 21:20:10+00:00,"Biden, Joseph R Jr",,Executive Orders and Memorandums; Deportation; Palestinians; Refugees and Displaced Persons; Immigration and Emigration; Palestinian-Americans; United States Politics and Government; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/02/14/us/politics/biden-palestinians-deportation.html,"The president, who is facing mounting criticism over U.S. support for Israel, used an authority that exempts people from deportation if their homeland is in crisis.",722
"Hundreds Flee One of Gaza’s Last Working Hospitals, Fearing Israeli Attack",2024-02-15 00:00:43+00:00,,Israel; Khan Younis (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Hospitals; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Terrorism,Hamas,https://www.nytimes.com/2024/02/14/world/middleeast/gaza-khan-younis-nasser-hospital.html,"Israeli forces have been expanding their operations in the southern Gaza city of Khan Younis for weeks, and on Wednesday called for civilians at a hospital there to leave for “safer spaces.”",1283
California’s Push for Ethnic Studies Runs Into the Israel-Hamas War,2024-02-15 10:02:14+00:00,,California; Israel,Education (K-12); Race and Ethnicity; Israel-Gaza War (2023- ); Jews and Judaism; Palestinians; Colonization; Anti-Semitism; Colleges and Universities; audio-neutral-informative; Native Americans; Black People; Blacks; Asian-Americans; Hispanic-Americans,University of California,https://www.nytimes.com/2024/02/15/us/california-ethnic-studies-israel-gaza-war.html,"The state’s high school students will be required to take the subject, but some object to how the discipline addresses the Israeli-Palestinian conflict.",2275
"He Lost a Son, Then Chronicled Life in a Gaza Hospital",2024-02-15 10:35:45+00:00,,Khan Younis (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Hospitals; Civilian Casualties; Refugees and Displaced Persons; Palestinians,,https://www.nytimes.com/2024/02/15/world/middleeast/gaza-nasser-hospital.html,"To dull his heartache, Mustafa Abutaha told stories of people sheltering with him at Nasser hospital; he later fled before the Israeli military closed in. Israeli forces began raiding the medical facility on Thursday.",1310
Lebanon’s State Media Says Israeli Strikes There Killed 10 Civilians,2024-02-15 11:14:41+00:00,,Lebanon; Gaza Strip; Iran,Israel-Gaza War (2023- ); War and Armed Conflicts,Hezbollah,https://www.nytimes.com/2024/02/15/world/middleeast/lebanon-death-toll-israeli-strikes.html,"The death toll Wednesday was the highest in months of cross-border fighting, and amplified fears that the cross-border clashes could escalate into a full-fledged war.",350
Palestinians Evacuate Major Gaza Hospital After Israeli Orders,2024-02-15 16:57:15+00:00,,Israel; Gaza Strip; Khan Younis (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Evacuations and Evacuees; Hospitals; Refugees and Displaced Persons; Terrorism,Hamas,https://www.nytimes.com/video/world/middleeast/100000009315061/palestinians-evacuate-nasser-hospital-gaza.html,"Even before Thursday’s raid, a local journalist described a chaotic scene inside the Nasser Medical Complex in Khan Younis.",0
Trump’s Takeover of the Republican Party,2024-02-15 17:38:23+00:00,"Trump, Donald J; Reagan, Ronald Wilson",Israel,United States Politics and Government; Presidential Election of 2024; Conservatism (US Politics); Law and Legislation; Immigration and Emigration; Colleges and Universities; Financial Aid (Education); Alzheimer's Disease; Drugs (Pharmaceuticals); Aduhelm (Drug); Israel-Gaza War (2023- ),Republican Party; House of Representatives; Biogen Inc,https://www.nytimes.com/2024/02/15/opinion/trump-republican-party.html,Readers discuss a column by David Brooks. Also: Tears for America; the border reform bill; FAFSA delays; an Alzheimer’s drug; protests in Israel.,1196
A Wall Is Reported to Be Going Up Near Egypt’s Border With Gaza,2024-02-15 20:09:29+00:00,,Egypt; Rafah (Gaza Strip); Gaza Strip; Israel,Border Barriers; Israel-Gaza War (2023- ),,https://www.nytimes.com/video/world/middleeast/100000009315420/egypt-rafah-wall.html,Video verified by The New York Times shows a construction site south of the Rafah border crossing.,0
Egypt Is Building a Wall Near Gaza Border but Won’t Say Why,2024-02-15 20:09:31+00:00,,Rafah (Gaza Strip); Egypt,Israel-Gaza War (2023- ); vis-video,,https://www.nytimes.com/2024/02/16/world/middleeast/egypt-rafah-border-construction.html,"Amid fears about displaced Palestinians massing at the border with Gaza, Egyptian officials have disclosed little about a new construction project.",607
Trump’s First Criminal Trial Date Was Set for Next Month,2024-02-15 22:45:42+00:00,,,,,https://www.nytimes.com/2024/02/15/briefing/trump-trial-date-white-house-doj-letters.html,"Also, a Columbia surgeon published flawed studies. Here’s the latest at the end of Thursday.",1248
"U.S. Conducted Cyberattack Against Iranian Military Ship, an Official Says",2024-02-15 22:52:01+00:00,,Iran; Red Sea; Gulf of Aden,Israel-Gaza War (2023- ); Cyberattacks and Hackers,Houthis,https://www.nytimes.com/2024/02/15/world/middleeast/us-cyberattack-iran-ship.html,The move was part of the Biden administration’s retaliation to a drone attack at an outpost in Jordan that killed 3 Americans.,291
Warnings Over Israel’s Rafah Threat Come From All Corners,2024-02-15 23:57:13+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr; Cameron, David",Rafah (Gaza Strip),Israel-Gaza War (2023- ); Palestinians,United Nations; Doctors Without Borders; International Committee of the Red Cross,https://www.nytimes.com/2024/02/15/world/middleeast/rafah-israel-offensive.html,Allies and others say the safety of the Palestinian civilians who have sought shelter in the far south of Gaza is paramount.,792
Palestinians Flee as Israeli Forces Raid a Major Hospital in Gaza,2024-02-16 00:30:12+00:00,,Israel; Gaza Strip; Khan Younis (Gaza Strip); Lebanon,"Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Terrorism; Kidnapping and Hostages; Hospitals; War Crimes, Genocide and Crimes Against Humanity",Hamas; Doctors Without Borders; Hezbollah,https://www.nytimes.com/2024/02/15/world/middleeast/israel-gaza-nasser-hospital.html,"Israel says Hamas routinely operates within — and beneath — places like Nasser hospital in Khan Younis, using them as shields, and has held Israeli hostages there. The group denies the charges.",1343
Israeli Military Raids One of Gaza’s Last Functioning Hospitals,2024-02-16 00:57:59+00:00,,Khan Younis (Gaza Strip); Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Evacuations and Evacuees; Hospitals; Defense and Military Forces; Refugees and Displaced Persons; Terrorism; Civilian Casualties; Kidnapping and Hostages,Hamas,https://www.nytimes.com/video/world/middleeast/100000009316523/nasser-hospital-israel-raid.html,"Health care workers shared videos of a chaotic scene at Nasser Medical Center in Khan Younis, Gaza Strip, as Israeli troops raided the hospital and ordered people to evacuate on Thursday.",0
"As Gaza Death Toll Mounts, the Peace Lobby Fights for Influence in Washington",2024-02-16 05:01:26+00:00,"ABBAS, MAHMOUD; Ocasio-Cortez, Alexandria; Omar, Ilhan",Gaza Strip; Israel; West Bank,United States Politics and Government; Lobbying and Lobbyists; Israel-Gaza War (2023- ); Palestinians,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; United Nations,https://www.nytimes.com/2024/02/16/us/politics/gaza-peace-lobby-washington.html,"The Friends Committee, a Quaker lobbying group, has been pushing in Washington for a cease-fire, going up against more powerful and better-funded groups backing Israel.",1276
What 2 U.S. Families Did When Hamas Captured Their Sons,2024-02-16 08:00:20+00:00,"Neutra, Omer; Alexander, Edan (2003- )",Israel; Gaza Strip; Long Island (NY); Tenafly (NJ),Israel-Gaza War (2023- ); Kidnapping and Hostages; Defense and Military Forces; Terrorism; Content Type: Personal Profile; United States International Relations,Hamas,https://www.nytimes.com/2024/02/16/nyregion/hamas-hostages-prisoners-families.html,"Omer Neutra and Edan Alexander, young men from the New York area who joined Israel’s military, were taken prisoner near Gaza. Their families now share one urgent goal: to free them.",1638
The Fight Over Academic Freedom,2024-02-16 10:04:04+00:00,"Ackman, William A; Furman, Jason; Garber, Alan M; George, Robert P; Kennedy, Randall; Pinker, Steven; Stefanik, Elise; Summers, Lawrence H",,Colleges and Universities; ACADEMIC FREEDOM; Freedom of Speech and Expression; Anti-Semitism; Diversity Initiatives,Columbia University; Harvard University; Princeton University; University of Pennsylvania,https://www.nytimes.com/2024/02/16/arts/academic-freedom-harvard-universities.html,"Amid spiraling campus speech debates, many professors are rallying in defense of a bedrock principle. But can they agree on just what it means?",1999
Democrats Have a Better Option Than Biden,2024-02-16 10:05:42+00:00,"Biden, Joseph R Jr; Trump, Donald J",,"audio-neutral-informative; Presidential Election of 2024; United States Politics and Government; Polls and Public Opinion; Age, Chronological",Democratic Party,https://www.nytimes.com/2024/02/16/opinion/ezra-klein-biden-audio-essay.html,It requires them to embrace an old-fashioned approach to winning a campaign.,4475
"What Sourdough Taught Me, in the Pandemic and Beyond",2024-02-16 10:07:57+00:00,,,Bread; Bakeries and Baked Products; Coronavirus (2019-nCoV); Israel-Gaza War (2023- ),,https://www.nytimes.com/interactive/2024/02/16/opinion/sourdough-bread-starters-pandemic.html,"When the world around us stops making sense, I find comfort and clarity in bread.",0
House Committee Subpoenas Harvard for Documents Relating to Antisemitism,2024-02-16 10:30:07+00:00,"Foxx, Virginia; Garber, Alan M; Pritzker, Penny; Narvekar, N P",,Subpoenas; Colleges and Universities; United States Politics and Government; Anti-Semitism; Israel-Gaza War (2023- ); Palestinians,Harvard University; House Committee on Education and Labor,https://www.nytimes.com/2024/02/16/us/harvard-subpoena-house-antisemitism.html,The committee has already reprimanded the university for withholding or heavily redacting information it had submitted voluntarily.,728
"Gunman Opens Fire at Bus Stop in Israel, Killing at Least 2",2024-02-16 14:47:37+00:00,"Netanyahu, Benjamin",Israel,Israel-Gaza War (2023- ); Palestinians; Terrorism,Hamas; Magen David Adom,https://www.nytimes.com/2024/02/16/world/middleeast/netanyahu-israel-reem-shooting.html,"The Israeli authorities called the attack, which took place near the town of B’nei Re’em, an act of terrorism.",256
"Israel Says It Will Not Force Gazans Into Egypt, as It Searches Major Hospital",2024-02-16 17:20:33+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Hospitals,World Health Organization,https://www.nytimes.com/2024/02/16/world/middleeast/israel-gaza-nasser-hospital-hostages.html,The announcement by Israel’s defense minister came after months of speculation and as Israeli forces combed the largest hospital in southern Gaza.,1302
Prominent Black Church Leaders Call for End of U.S. Aid to Israel,2024-02-17 02:10:23+00:00,"Biden, Joseph R Jr",Israel; Gaza Strip,"Israel-Gaza War (2023- ); Defense and Military Forces; Foreign Aid; Palestinians; War Crimes, Genocide and Crimes Against Humanity; Black People; Blacks; Clergy; United States International Relations","AFRICAN METHODIST EPISCOPAL CHURCH; Emanuel African Methodist Episcopal Church (Charleston, SC)",https://www.nytimes.com/2024/02/16/us/ame-church-us-israel-aid.html,The African Methodist Episcopal Church Bishops Council says American financial assistance to help Israel fight its war in Gaza supports “mass genocide.”,1056
Hochul Apologizes After Implying Israel Has a Right to Destroy Gaza,2024-02-17 02:53:20+00:00,"Hochul, Kathleen C",,Israel-Gaza War (2023- ); Palestinians; Terrorism; Apologies; Governors (US); Politics and Government; Threats and Threatening Messages; Jews and Judaism,Hamas,https://www.nytimes.com/2024/02/16/nyregion/kathy-hochul-israel-gaza-canada-comments.html,"In remarks made at a Jewish philanthropy event, Gov. Kathy Hochul said that if Canada attacked the United States as Hamas did Israel, “there would be no Canada the next day.”",426
"Israelis, Newly Vulnerable, Remain Traumatized and Mistrustful",2024-02-17 10:05:30+00:00,"Abed, Sally; Biden, Joseph R Jr; Halevi, Yossi Klein; Netanyahu, Benjamin",Gaza Strip; Israel,"Israel-Gaza War (2023- ); Palestinians; International Relations; Jews and Judaism; Arab-Israeli War (1967); Defense and Military Forces; Civilian Casualties; Polls and Public Opinion; Politics and Government; Kidnapping and Hostages; War Crimes, Genocide and Crimes Against Humanity; Peace Process; Anger (Emotion); Grief (Emotion)",Hamas; Standing Together (Activist Group),https://www.nytimes.com/2024/02/17/world/europe/israel-gaza-trauma-mood.html,"Despite U.S. pressure, the idea of a Palestinian state seems further away than ever, as Israel’s Jews move rightward and its Palestinians fear a backlash.",1719
"Large Antigovernment Protest Returns to Tel Aviv, as Criticism of Netanyahu Mounts",2024-02-17 21:58:13+00:00,"Netanyahu, Benjamin",Tel Aviv (Israel); Gaza Strip,"Israel-Gaza War (2023- ); Politics and Government; Defense and Military Forces; Demonstrations, Protests and Riots; Kidnapping and Hostages; Terrorism",Hamas,https://www.nytimes.com/2024/02/17/world/middleeast/tel-aviv-protest-netanyahu-israel.html,"The demonstrations took a pause after the Oct. 7 attacks, but the anger at the Israeli leadership never went away.",460
Netanyahu Says He Won’t Bow to Pressure to Call Off Rafah Invasion,2024-02-18 00:50:32+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip; Rafah (Gaza Strip); Egypt,"Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Terrorism; International Relations; Politics and Government; War Crimes, Genocide and Crimes Against Humanity",Hamas; International Court of Justice (UN); United Nations,https://www.nytimes.com/2024/02/17/world/middleeast/israel-rafah-international-court-gaza-strip.html,"The Israeli leader has come under international pressure to drop a threatened incursion into the city where more than a million Palestinians are gathered, seeking refuge from the war.",1153
A Union Leader in Nebraska Tries to Leap to the Senate on Labor’s Strength,2024-02-18 10:04:21+00:00,"Fischer, Deb; Osborn, Dan (1975- )",Nebraska; Omaha (Neb),"Elections, Senate; United States Politics and Government; Organized Labor; Strikes; Third-Party Politics (US); Content Type: Personal Profile",Republican Party; Kellogg Company,https://www.nytimes.com/2024/02/18/us/politics/nebraska-union-senate-race.html,Dan Osborn led a strike in 2021 against the Kellogg’s plant in Omaha. Now he is challenging Senator Deb Fischer as an independent in deep-red Nebraska.,1673
"Against a Canvas of Despair, Gaza’s Artists Trace Their Struggle",2024-02-18 10:04:33+00:00,,West Bank; Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Culture (Arts); Art; Museums,Palestinian Museum,https://www.nytimes.com/2024/02/18/world/middleeast/gaza-art-exhibition-west-bank.html,"An exhibition in the Israeli-occupied West Bank features works evoking Palestinian life and protest. But the show is as much about the art that cannot be displayed, lost forever in the war.",1333
Restoring the Past Won’t Liberate Palestine,2024-02-18 12:24:54+00:00,"Fanon, Frantz; Said, Edward W; Taiwo, Olufemi O",Israel; Gaza Strip,Israel-Gaza War (2023- ); Colonization; Jews and Judaism; Palestinians; Indigenous People; Politics and Government; Books and Literature,,https://www.nytimes.com/2024/02/18/opinion/israel-gaza-palestine-decolonization.html,When is decolonization helpful? And when does it set us back?,2335
Israel’s government formally rejects the unilateral recognition of a Palestinian state.,2024-02-18 15:15:28+00:00,"Netanyahu, Benjamin; Cameron, David; ABDULLAH II, KING OF JORDAN; Gantz, Benny",,Israel-Gaza War (2023- ); Palestinians,Hamas,https://www.nytimes.com/2024/02/18/world/middleeast/israel-palestinian-state.html,The largely symbolic move followed proposals by international allies that were discussed during recent cease-fire negotiations in Cairo.,572
Thousands Rally in Tel Aviv Against the Israeli Government,2024-02-18 17:47:11+00:00,"Netanyahu, Benjamin",Israel; Tel Aviv (Israel); Gaza Strip,"Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Politics and Government",,https://www.nytimes.com/video/world/middleeast/100000009319611/israel-protest-netanyahu.html,"Demonstrators expressed their anger toward Benjamin Netanyahu and his government and called for immediate elections, in one of the country’s largest protests since the start of the Israel-Hamas war.",0
The Artist Whose Oct. 7 Series ‘Attracts Fire’,2024-02-18 18:43:43+00:00,,Gaza Strip; Israel; Kyiv (Ukraine),Israel-Gaza War (2023- ); Art; Jews and Judaism; Museums; Russian Invasion of Ukraine (2022),"Jewish Museum (Manhattan, NY)",https://www.nytimes.com/2024/02/18/arts/design/zora-cherassky-jewish-museum-artist.html,"Seismic world events in Ukraine and the Middle East draw Zoya Cherkassky’s highly personal responses. “There was nothing to be ironic about,” she said.",1427
Brazil’s President Angers Israel After Comparing War in Gaza to the Holocaust,2024-02-18 21:46:17+00:00,"Da Silva, Luiz Inacio Lula; Netanyahu, Benjamin",Brazil; Gaza Strip; Israel,Israel-Gaza War (2023- ); International Relations; Holocaust and the Nazi Era,,https://www.nytimes.com/2024/02/18/world/middleeast/brazil-lula-israel-gaza-holocaust.html,Israel said it had asked for a meeting with the Brazilian ambassador.,430
"U.S. Says It Struck 5 Houthi Targets in Yemen, Including an Underwater Drone",2024-02-18 22:27:29+00:00,,Yemen; Red Sea; Gulf of Aden,Israel-Gaza War (2023- ); Drones (Pilotless Planes),Houthis; United States Navy,https://www.nytimes.com/2024/02/18/world/middleeast/us-houthi-strike-underwater-drone.html,The American military said it believes it is the first time such an undersea weapon had been used in the current conflict in the Red Sea.,391
"Overwhelmed by War, Another Gazan Hospital Is Declared ‘Not Functional’",2024-02-19 00:00:13+00:00,,Rafah (Gaza Strip); Khan Younis (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Defense and Military Forces; Hospitals; Palestinians,Hamas,https://www.nytimes.com/2024/02/18/world/middleeast/haza-nasser-hospital-rafah.html,Conditions at Nasser Hospital in the southern Gaza Strip were described as desperate after Israeli forces raided it in search of Hamas militants.,957
U.S. Strike Killed Afghans Recruited to Fight for Iran,2024-02-19 10:04:08+00:00,"Suleimani, Qassim",Iran; Middle East; AFGHANISTAN; Syria; Iraq,Funerals and Memorials; Defense and Military Forces; Israel-Gaza War (2023- ); Refugees and Displaced Persons; Shiite Muslims; United States International Relations; United States Defense and Military Forces,Islamic Revolutionary Guards Corps; Quds Force; Fatemiyoun Brigade; Islamic State in Iraq and Syria (ISIS),https://www.nytimes.com/2024/02/19/world/middleeast/us-strike-afghans-iran.html,Refugees who joined the largely overlooked Fatemiyoun Brigade to battle for Shiite Islam and escape crushing poverty had become a force in Tehran’s proxy wars.,1432
The New York Times Wins 3 Polk Awards,2024-02-19 15:00:08+00:00,,,"Polk, George, Awards; News and News Media; Awards, Decorations and Honors",New York Times,https://www.nytimes.com/2024/02/19/business/media/polk-award-winners.html,The Times was honored for its coverage of the Israel-Hamas war. And ProPublica won a prize for revealing the lavish gifts and luxury trips given to Justice Clarence Thomas.,926
International Court of Justice Begins Hearings on Israeli Occupation,2024-02-19 16:09:20+00:00,,Israel; West Bank; East Jerusalem; Gaza Strip,Palestinians; Israel-Gaza War (2023- ),International Court of Justice (UN); United Nations,https://www.nytimes.com/video/world/middleeast/100000009320311/united-nations-court-israel-palestinians.html,The Palestinian Authority’s foreign minister opened arguments in proceedings on the legality of Israel’s occupation of Palestinian territories. Israel does not recognize the court’s jurisdiction in the matter.,0
Houthis Say They Shot Down a U.S. Drone Off Yemen,2024-02-19 16:55:54+00:00,,Yemen,Israel-Gaza War (2023- ); United States International Relations; Drones (Pilotless Planes); Defense and Military Forces; United States Defense and Military Forces; United States Politics and Government,Defense Department; Houthis,https://www.nytimes.com/2024/02/19/us/politics/houthis-us-drone.html,The downing of the Reaper drone is another escalation of violence between the United States and Iran-backed groups.,386
"Brazil’s President Lula Recalls Ambassador to Israel, Escalating Dispute",2024-02-19 20:16:45+00:00,"Da Silva, Luiz Inacio Lula",Israel; Gaza Strip; Brazil,Israel-Gaza War (2023- ); International Relations,,https://www.nytimes.com/2024/02/19/world/middleeast/brazil-israel-war-lula-ambassador.html,The Israeli foreign minister said Mr. Lula was not welcome in the country until he took back remarks comparing Israeli actions in the war against Hamas to the Holocaust.,237
Two Hospitals in Southern Gaza Are Left Barely Functioning,2024-02-19 20:31:24+00:00,,Gaza Strip; Israel; Khan Younis (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Defense and Military Forces; Hospitals; Evacuations and Evacuees,International Federation of Red Cross and Red Crescent Societies; World Health Organization,https://www.nytimes.com/2024/02/19/world/middleeast/israel-gaza-hospitals.html,"An Israeli raid reduced one of the territory’s biggest facilities to little more than a shelter, while food and fuel are almost gone at another.",743
United Nations Evacuates Patients From Nasser Medical Complex,2024-02-19 22:32:31+00:00,,Khan Younis (Gaza Strip); Israel; Gaza Strip,Israel-Gaza War (2023- ); Evacuations and Evacuees; Health Care Workers; Hospitals,United Nations,https://www.nytimes.com/video/world/middleeast/100000009320743/nasser-hospital-gaza-united-nations.html,"Video released by the United Nations shows patients being evacuated from Nasser Medical Complex, which was raided by Israeli forces last week. The World Health Organization said more than 150 patients remained in the hospital.",0
Israel May Put New Restrictions on Visiting Aqsa Mosque as Ramadan Nears,2024-02-20 00:43:20+00:00,,Jerusalem (Israel); Israel; Gaza Strip,Israel-Gaza War (2023- ); Ramadan; Muslims and Islam; Palestinians; Mosques,Al Aqsa Mosque (Jerusalem); Houthis; Hamas; United Nations,https://www.nytimes.com/2024/02/19/world/middleeast/israel-aqsa-mosque-restrictions.html,"Reducing access to Al Aqsa, the sacred mosque compound in Jerusalem that has long been a flashpoint for tensions, may set off unrest, some Israelis warned.",1015
Gazan Tailors Repurpose Covid Gear to Meet Diaper Demand,2024-02-20 09:20:43+00:00,,Rafah (Gaza Strip),Diapers; Israel-Gaza War (2023- ); Shortages; Parenting,,https://www.nytimes.com/video/world/middleeast/100000009321068/israel-hamas-gaza-diaper.html,The lack of diapers has led some desperate parents to use plastic bags.,0
"Ukraine, Gaza and the Long Shadow of German Guilt",2024-02-20 10:01:07+00:00,"Trentmann, Frank",Germany; East Germany,Books and Literature; Politics and Government; International Relations; World War II (1939-45); Holocaust and the Nazi Era; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); Jews and Judaism; Middle East and Africa Migrant Crisis,,https://www.nytimes.com/2024/02/20/books/review/out-of-the-darkness-frank-trentmann.html,"In “Out of the Darkness,” Frank Trentmann details the way people in the country that started World War II are still confronting and atoning for the atrocities of their government.",1355
